"Abbrev","Slide-nbr","Genus","species","Author","Year","Synoniems","Phylum","Classis","Subclassis","Ordo","Subordo","Infraordo","Superfamilia","Familia","Subfamilia","Old number","nbr of specimens of main/typecies","Total nbr of specimens in slide","Holotype","Allotype","Paratypes","Other types","Others","Type locality","Locality","Country","Date","Article","Reference","Specifications","Other species","Determination","Cobb-slide","Glass-slide","Present","Absent","Sent in loan to","Loandoucment","Controle"
"UGMD",100077,"Desmodora","granulata","Vincx & Gourbault",0,,"Nematoda","Chromadorea","Chromadoria","Desmodorida","Desmodorina",,"Desmodoroidea","Desmodoridae",,"ZIRUG 077",,"3",,,,,FALSE,,,,,"Repr-",,"1 female, 2 male",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100078,"Spirobolbolaimus","boucherorum",,0,,,,,,,,,,,"ZIRUG 078",,,,,,,FALSE,,,,,"Repr-",,"Spirobalbolainus boucherorus?",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100079,"Spirobolbolaimus","boucherorum",,0,,,,,,,,,,,"ZIRUG 079",,,,,,,FALSE,,,,,"Repr-",,"zie 0078",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100080,"Dorylaimopsis","pellicidum",,0,,,,,,,,,,,"ZIRUG 080",,,,,,,FALSE,,,,,"Repr-",,"Sabatiera maboyne?, Dorylaimansis bellucidum",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100081,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 081",,"?",,,,,FALSE,,"Host. Pueraria javanica","Congo","1981-11-12 00:00:00","Repr-",,"female heads; controle microscoop!!!, Jepson Rothameerd?",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100082,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 082",,"4?","f",,,,FALSE,,,"Congo",,"Repr-",,"2 female;1966; dekglas losgekomen preparaat herstellen!!!",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100083,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 083",,"6",,,,,FALSE,,"Host. Pueraria javanica","Congo",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100084,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 084",,"2",,,,,FALSE,,,"Congo",,"Repr-",,"2 male",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100085,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 085",,"1",,"m",,,FALSE,,,,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100086,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 086",,"4",,,,"paedotype",FALSE,"Host. Pueraria Javanica",,,,"Repr-",,"Sarnu? More straight Sovae?",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100087,"Meloidogyne","oteifae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 087",,,,,,,FALSE,,,,,"Repr-",,"has been described from the sample 40 from Yangz",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100088,"?Meloidogyne",,,0,,,,,,,,,,,"ZIRUG 088",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100089,"?Meloidogyne",,,0,,,,,,,,,,,"ZIRUG 089",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100090,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 090",,"2","f",,,,FALSE,"Ghent, host. Acer",,"Belgium",,"Repr-",,"slide no 11; 1 broken female",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100091,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 091",,"2",,,,,FALSE,,"Ghent, host. Frax","Belgium","1981-11-12 00:00:00","Repr-",,"slide no 16;n.sp.1male, 1966",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100092,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 092",,"1",,,,,FALSE,,"Ghent, host,Frax","Belgium",,"Repr-",,"slide no 15; n.sp. 1966",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100093,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 093",,"3",,,,"paedotype",TRUE,,,,,"Repr-",,"larvae; slide no 12; 4 rest","Tylenchus f; nothotylenchus f,",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100094,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 094",,"4",,,,,FALSE,,,,,"Repr-",,"larvae; 1966; 10",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100095,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 095",,"1",,,,,FALSE,,"Ghent, Host. Rosa","Belgium",,"Repr-",,"femal perineal patterns",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100096,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 096",,"1",,,,,FALSE,,,,,"Repr-",,"1966; slide 7; Acer sp. Male",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100097,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 097",,"1",,,,,FALSE,,"Ghent, host Frax","Belgium",,"Repr-",,"slide no 18; n.sp. m.; 1966",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100098,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 098",,"3",,"m",,,FALSE,"Ghent, host.Acer Sp",,"Belgium",,"Repr-",,"slide no 12; 1966",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100099,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 099",,"1",,,,,FALSE,,,,,"Repr-",,"slide no 10;",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100100,"Meloidogyne","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 100",,"12",,,,,FALSE,,,,,"Repr-",,"draagglas gebroken",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100101,"Laimaphelenchus","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Aphelenchoidea","Aphelenchoididae",,"ZIRUG 101",,"1","f",,,,FALSE,"Dunes North France, host. Ligustrum",,"France",,"Repr-",,"1966; slide 101",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100102,"Laimaphelenchus","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Aphelenchoidea","Aphelenchoididae",,"ZIRUG 102",,"2 of 3",,,,,FALSE,,"Dunes North France, host. Soil around roots Ligust","France",,"Repr-",,"1966; onder microscoop bekijken; 3 female?",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100103,,,,0,,,,,,,,,,,"ZIRUG 103",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100104,,,,0,,,,,,,,,,,"ZIRUG 104",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100105,,,,0,,,,,,,,,,,"ZIRUG 105",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100106,"Macroposthonia","wolgogica",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 106",,"2",,,,,FALSE,,,,,"Repr-",,"vulva ventral view; BESCHADIGD",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100107,"Macroposthonia","wolgogica",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 107",,"1",,,,,FALSE,,,,,"Repr-",,"en face view; BESCHADIGD",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100108,"Criconemella","paragoodeyi",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 108",,"6","f",,"5 f",,FALSE,"Salix Roseensis Jeonza Bug do Korea",,"Korea",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100109,"Criconemella","myungsugae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 109",,"8","f",,"7 f",,FALSE,"Indigo fera kiri towi Muju Kuchum Dong Jeonza Bug",,"Korea",,"Repr-",,"1972",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100110,"Macroposthonia","wolgogica",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Criconematidae",,"ZIRUG 110",,"6","f",,"5 f",,FALSE,"Pinus densiflora Chung CHEONG Bug do Korea",,"Korea",,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100111,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 111",,"2",,,,,TRUE,,,,,"Repr-",,"slide no 63; 1 m larvae,","1 Tylenchus",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100112,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 112",,"1","f",,,,FALSE,"Ligustrum",,,,"Repr-",,"slide no 61;april 1966",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100113,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 113",,"6",,,,,FALSE,,,,,"Repr-",,"6 female perineal patterns",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100114,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 114",,"4",,"m",,,FALSE,,,,,"Repr-",,"slide no 62; 3 rest.",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100115,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 115",,"10",,,,,FALSE,,,"France",,"Repr-",,"Post. cut 10 2 heads",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100116,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 116",,"7?",,,,,FALSE,,,"France",,"Repr-",,"13? Larvae; onder microscoop nakijken",,,FALSE,TRUE,TRUE,FALSE,,"U-",
"UGMD",100117,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 117",,"13",,,,,FALSE,,,,,"Repr-",,"n.sp.larvae",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100118,"Meloidogyne","littoralis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Meloidogynidae",,"ZIRUG 118",,"4",,,,,FALSE,,"Host. Ligustrum","France",,"Repr-",,"1966;n.sp.Larvae",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100119,,,,0,,,,,,,,,,,"ZIRUG 119",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100120,"Psilenchus","iranicus","Kheiri",1970,,,,,,,,,,,"ZIRUG 120",,,"f",,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,"Wim Bert","U-20021106",
"UGMD",100121,"Iratylenchus",,,0,,,,,,,,,,,"ZIRUG 121",,,,,"ff",,FALSE,,,,,"Repr-",,"Irantylenchus par f, Siddiqi",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100122,"Psilenchus","iranicus","Kheiri",1970,,,,,,,,,,,"ZIRUG 122",,,,,"x",,FALSE,,,,,"Repr-",,"Psilenchus iranicus par.",,,FALSE,FALSE,FALSE,TRUE,"Wim Bert","U-20021106",
"UGMD",100123,"Iratylenchus","clavidorus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Tylenchidae",,"ZIRUG 123",,"5",,,"m",,FALSE,"Medicago Sativa L., Isfakan",,"Iran",,"Repr-",,"1968",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100124,"Ditylenchus","cylindricus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG 124",,"5","f",,"2 f",,FALSE,"Camellia Sinensis L., Lahidjan",,"Iran",,"Repr-",,"sept. 1967",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100125,"Ditylenchus","cylindricus",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Sphaerularioidea","Anguinidae",,"ZIRUG 125",,"5",,,"m, juv 1",,FALSE,"Camellia Sinensis L., Lahidjan",,"Iran",,"Repr-",,"sept. 1967",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100126,"Merlinius","camelliae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 126",,"2","f",,,,TRUE,"Camellia Sinensis L., Lahidjan",,"Iran",,"Repr-",,"sept. 1967","Helicotylenchus cavenessi",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100127,"Merlinius","camelliae",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 127",,"6",,,"3 m, 1 f, 2 juv",,FALSE,"Orange (Citrus sp.) Sahsavar",,"Iran",,"Repr-",,"sept. 1967",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100128,"Hemicycliophora","belemnis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 128",,"1",,,"m",,FALSE,"Vr. Papayer et Pourpier Périmêtre Maraîcher de Nov",,"Mauritania",,"Repr-",,"Maraîcher de Novakchott (station), 6/1971/ MAU.10237",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100129,"Hemicycliophora","belemnis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 129",,"1",,,"f",,FALSE,"Vr. Papayer et Pourpier Périmêtre Maraîcher de Nov",,"Mauritania",,"Repr-",,"Maraîcher de Novakchott , 6/1971/ MAU.10237",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100130,"Hemicycliophora","straturata",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 130",,"1",,,"f",,FALSE,"Vr. Arachide p.56 IRHO Niangoloko",,"Burkina Faso",,"Repr-",,"HV 4679",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100131,"Hemicycliophora","diolaensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 131",,"1",,,"f",,FALSE,"Rte Oussouye-Elinkine Km 6à G.",,"Senegal",,"Repr-",,"12/1971 (6990) Sn 10673; Vr Riz",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100132,"Hemicycliophora","diolaensis",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 132",,"1",,,"m",,FALSE,"Rte Oussouye-Elinkine Km 6à G.",,"Senegal",,"Repr-",,"12/1971 (6997) Sn 10673; Vr Riz",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100133,"Merlinius","pseudobavaricus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 133",,"6","f",,,,FALSE,"Lactuca Saladi, Bakirköy",,"Turkey","1972-04-16 00:00:00","Repr-",,"5 juv.",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100134,"Merlinius","pseudobavaricus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 134",,"6",,,"m",,FALSE,"Lactuca Saladi, Bakirköy",,"Turkey","1972-04-16 00:00:00","Repr-",,"4 juv.",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100135,"Merlinius","pseudobavaricus","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Tylenchoidea","Belonolaimidae",,"ZIRUG 135",,"6",,,"m",,FALSE,"Lactuca Saladi, Bakirköy",,"Turkey","1972-04-16 00:00:00","Repr-",,"3 juv.",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100136,"Geocenamus","pseudobavaricus",,0,,,,,,,,,,,"ZIRUG 136",,,,,,,FALSE,,,,,"Repr-",,"Geocenamus pseudobavaricus f; M. Brzeski 22/3/99",,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100137,"Caloosia","heterocephala",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 137",,"3",,,"2 m",,TRUE,"Host plant Rice; Locality C.R.R.I.; Cuttack 6",,"India","1975-04-04 00:00:00","Repr-",,"SLNC. 152a","Nothotylenchus 1 m",,FALSE,TRUE,TRUE,FALSE,"Brzeski, 22/3/1999","U-",
"UGMD",100138,"Caloosia","heterocephala",,0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Tylenchina","Tylenchomorpha","Criconematoidea","Hemicycliophoridae",,"ZIRUG 138",,"10",,,"1m, 2 f, juv.",,TRUE,"Host plant Rice; Locality C.R.R.I.; Cuttack 6",,"India","1975-03-03 00:00:00","Repr-",,"Slnc 152b","Tylenchorhyncius ? 1 m",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100139,"Butlerius","degrissei","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG 139",,"1","f",,,,FALSE,,,,,"Repr-",,"P. Grootaert",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100140,"Butlerius","degrissei","Degrisse",0,,"Nematoda","Chromadorea","Chromadoria","Rhabditida","Rhabditina","Diplogasteromorpha","Diplogasteroidea","Diplogasteridae",,"ZIRUG 140",,"1",,"m",,,FALSE,,,,,"Repr-",,,,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100141,"Desmoscolex","asetosus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 141",,"2","m",,,,TRUE,"Lizard Island Great Barrier Reef",,"Australia","1967-10-14 00:00:00","Repr-",,"A1027; afgietsel opp. Bodem zand tss algen (o.a. Haureda?) 20 m Bastin;formol 5%","Desmolore zenia crossicauda",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100142,"Desmoscolex","asetosus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 142",,"3",,"f",,,FALSE,"Lizard Island Great Barrier Reef",,"Australia","1967-09-12 00:00:00","Repr-",,"m + f larvis;+/- 800m van Lizard Isl., diepte 21,5 cm. Grijper slib-zandbodem + foraminif.; formol 5%",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100143,"Desmoscolex","nymphianus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 143",,,"f",,,,TRUE,,,,,"Repr-",,,"D. nymphianus par f; D. brevisetosus hol. F",,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100144,"Desmoscolex","brevisetosus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 144",,"3",,,,,TRUE,"Nymphe Island",,"Greece","1967-09-25 00:00:00","Repr-",,"female; algen + foraminiferen; Heet FA 4:1","D. deconincki hol f.; Tricoma f.",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100145,"Desmoscolex","deconincki",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 145",,,"m",,,,TRUE,,,,,"Repr-",,,"D. minutus f.; D. larvis m.",,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100146,"Desmoscolex","granulatus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 146",,,"f",,,,FALSE,,,,,"Repr-",,"Frieda 3-2-1994",,,FALSE,FALSE,FALSE,TRUE,"Decraemer 3/2/94","U-",
"UGMD",100147,"Desmoscolex","paraleptus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 147",,,"f",,,,TRUE,,,,,"Repr-",,"Frieda 1993","D. granulatus allo. M",,FALSE,FALSE,FALSE,TRUE,"Decraemer 1993","U-",
"UGMD",100148,"Desmoscolex","membranosus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 148",,,"m",,,,TRUE,,,,,"Repr-",,"Frieda 3-2-1994","D. granulatus f.; D. coomansi m.",,FALSE,FALSE,FALSE,TRUE,"Decraemer 3/2/94","U-",
"UGMD",100149,"Desmoscolex","membranosus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 149",,"2",,"f",,,TRUE,"algen + foraminiferen, Nymphe Island",,"Greece","1967-09-25 00:00:00","Repr-",,"heet FA 4:1","D. larvis m",,TRUE,FALSE,TRUE,FALSE,"Decraemer","U-",
"UGMD",100150,"Desmoscolex","costralis","Decraemer",0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 150",,,"f",,,,TRUE,,,,,"Repr-",,,"D. larvis m.",,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100151,"Desmoscolex","yongei",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 151",,"3","m",,,,TRUE,"Yonge Reef - 35m",,"Australia","1967-09-29 00:00:00","Repr-",,"A41","D. larvis m + f",,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100152,"Desmoscolex","geraerti",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 152",,"2","m",,,,FALSE,"Yonge Reef - 35m",,"Australia","1967-09-29 00:00:00","Repr-",,"A181",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100153,,,,0,,,,,,,,,,,"ZIRUG 153",,,,,,,FALSE,,,,,"Repr-",,,,,FALSE,FALSE,FALSE,TRUE,,"U-",
"UGMD",100154,"Desmoscolex","dimorphus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 154",,"3","f",,,,FALSE,"+/- 800m van Lizard Island,Great Barrier Reef",,"Australia","1967-09-12 00:00:00","Repr-",,"diepte 21,5 m; Grijper slib, zandbodem + foraminiferen; formol 4%",,,TRUE,FALSE,TRUE,FALSE,,"U-",
"UGMD",100155,"Desmoscolex","dimorphus",,0,,"Nematoda","Chromadorea","Chromadoria","Desmoscolecida","Desmoscolecina",,"Desmoscolecoidea","Desmoscolecidae",,"ZIRUG 155",,"3",,"m","m",,TRUE,,,,,"Repr-",,,"Tricoma",,TRUE,FALSE,TRUE,FALSE,,"U-",
