gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
163990656	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101197			CC_BY_4_0					2016-08-04T14:19Z		
163990675	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Pungentus	Pungentus silvestris		SPECIES	Pungentus silvestris (de Man, 1912)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4554583	4554583	PRESERVED_SPECIMEN	UGENT	nematodes	101266			CC_BY_4_0					2016-08-04T14:19Z		
163990719	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-06-18T01:00Z	18	6	1962	4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101359			CC_BY_4_0					2016-08-04T14:19Z		
163990730	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Psilenchus			GENUS	Psilenchus de Man, 1921			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-08-30T01:00Z	30	8	1962	2284167		PRESERVED_SPECIMEN	UGENT	nematodes	101380			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_HIGHERRANK
163990757	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus	Pratylenchus crenatus		SPECIES	Pratylenchus crenatus Loof, 1960			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-09-10T01:00Z	10	9	1962	4556354	4556354	PRESERVED_SPECIMEN	UGENT	nematodes	101415			CC_BY_4_0					2016-08-04T14:19Z		
163990783	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus goodeyi		SPECIES	Rotylenchus goodeyi Loof & Oostenbrink, 1958			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556473	4556473	PRESERVED_SPECIMEN	UGENT	nematodes	101484			CC_BY_4_0					2016-08-04T14:19Z		
163990794	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida		Tylenchorhynchus	Tylenchorhynchus brevidens		SPECIES	Tylenchorhynchus brevidens Allen, 1955			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-02-05T01:00Z	5	2	1962	4556194	4556194	PRESERVED_SPECIMEN	UGENT	nematodes	101511			CC_BY_4_0					2016-08-04T14:19Z		
163990800	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus	Tylenchorhynchus dubius		SPECIES	Tylenchorhynchus dubius (Butschli, 1873)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2283945	2283945	PRESERVED_SPECIMEN	UGENT	nematodes	101528			CC_BY_4_0					2016-08-04T14:19Z		
163990806	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus			GENUS	Trichodorus Cobb, 1913			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2279607		PRESERVED_SPECIMEN	UGENT	nematodes	101542			CC_BY_4_0					2016-08-04T14:19Z		
163990811	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Trichodorus	Trichodorus primitivus		SPECIES	Trichodorus primitivus (de Man, 1880)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2279608	2279608	PRESERVED_SPECIMEN	UGENT	nematodes	101552			CC_BY_4_0					2016-08-04T14:19Z		
163990855	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Neopsilenchus	Neopsilenchus magnidens		SPECIES	Psilenchus magnidens Thorne, 1949			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-05-03T01:00Z	3	5	1962	4555938	4555937	PRESERVED_SPECIMEN	UGENT	nematodes	101655			CC_BY_4_0					2016-08-04T14:19Z		
163990860	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Pungentus	Pungentus silvestris		SPECIES	Pungentus silvestris (de Man, 1912)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4554583	4554583	PRESERVED_SPECIMEN	UGENT	nematodes	101661			CC_BY_4_0					2016-08-04T14:19Z		
163990869	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-05-10T01:00Z	10	5	1962	4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101679			CC_BY_4_0					2016-08-04T14:19Z		
163990877	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-05-15T01:00Z	15	5	1962	4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101697			CC_BY_4_0					2016-08-04T14:19Z		
163990883	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Coslenchus	Coslenchus costatus		SPECIES	Tylenchus costatus de Man, 1921			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-05-16T01:00Z	16	5	1962	4556022	2284195	PRESERVED_SPECIMEN	UGENT	nematodes	101711			CC_BY_4_0					2016-08-04T14:19Z		
163990892	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Pratylenchus	Pratylenchus crenatus		SPECIES	Pratylenchus crenatus Loof, 1960			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-09-17T01:00Z	17	9	1962	4556354	4556354	PRESERVED_SPECIMEN	UGENT	nematodes	101735			CC_BY_4_0					2016-08-04T14:19Z		
163990900	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus pumilus		SPECIES	Rotylenchus pumilus (Perry in Perry, Darling & Thorne, 1959)	GB	Ungrazed grass, Bb, R.E.S.	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556435	4556435	PRESERVED_SPECIMEN	UGENT	nematodes	101748			CC_BY_4_0					2016-08-04T14:19Z		
163990910	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae	Tylenchorhynchus	Tylenchorhynchus dubius		SPECIES	Tylenchorhynchus dubius (Butschli, 1873)			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-10-02T01:00Z	2	10	1962	2283945	2283945	PRESERVED_SPECIMEN	UGENT	nematodes	101763			CC_BY_4_0					2016-08-04T14:19Z		
163990922	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Coslenchus	Coslenchus costatus		SPECIES	Tylenchus costatus de Man, 1921			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-10-20T01:00Z	20	10	1962	4556022	2284195	PRESERVED_SPECIMEN	UGENT	nematodes	101778			CC_BY_4_0					2016-08-04T14:19Z		
163990939	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Filenchus	Filenchus thornei		SPECIES	Tylenchus thornei Andrássy, 1954			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-11-12T01:00Z	12	11	1962	4556040	4556039	PRESERVED_SPECIMEN	UGENT	nematodes	101808			CC_BY_4_0					2016-08-04T14:19Z		
163990962	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Psilenchus			GENUS	Psilenchus de Man, 1921			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-12-07T01:00Z	7	12	1962	2284167		PRESERVED_SPECIMEN	UGENT	nematodes	101856			CC_BY_4_0					2016-08-04T14:19Z		
163991006	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Rotylenchus	Rotylenchus goodeyi		SPECIES	Rotylenchus goodeyi Loof & Oostenbrink, 1958			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-12-20T01:00Z	20	12	1962	4556473	4556473	PRESERVED_SPECIMEN	UGENT	nematodes	101895			CC_BY_4_0					2016-08-04T14:19Z		
163991048	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1963-01-25T01:00Z	25	1	1963	4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101958			CC_BY_4_0					2016-08-04T14:19Z		
163991069	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Aglenchus	Aglenchus agricola		SPECIES	Tylenchus agricola de Man, 1884			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1963-02-05T01:00Z	5	2	1963	4556002	4346564	PRESERVED_SPECIMEN	UGENT	nematodes	101976			CC_BY_4_0					2016-08-04T14:19Z		
163991079	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Pungentus	Pungentus silvestris		SPECIES	Pungentus silvestris (de Man, 1912)	NL	Breda, Liesbos, between grass	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4554583	4554583	PRESERVED_SPECIMEN	UGENT	nematodes	101986			CC_BY_4_0					2016-08-04T14:19Z		
163991081	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Pungentus	Pungentus silvestris		SPECIES	Pungentus silvestris (de Man, 1912)	NL	Breda, Liesbos, between grass	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4554583	4554583	PRESERVED_SPECIMEN	UGENT	nematodes	101987			CC_BY_4_0					2016-08-04T14:19Z		
163991093	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus	Paratylenchus microdorus		SPECIES	Paratylenchus microdorus Andrássy, 1959	BE	Baraque Michel, grachtkant struikgewas	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1963-07-01T01:00Z	1	7	1963	8267652	5777104	PRESERVED_SPECIMEN	UGENT	nematodes	101995			CC_BY_4_0					2016-08-04T14:19Z		
163991122	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Xyala	Xyala striata		SPECIES	Xyala striata Cobb, 1920			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2279991	2279991	PRESERVED_SPECIMEN	UGENT	nematodes	100994			CC_BY_4_0					2016-08-04T14:19Z		
163987201	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Araeolaimida	Axonolaimidae	Diplopeltula	Diplopeltula indica		SPECIES	Diplopeltula indica Gerlach, 1962			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4349053	4349053	PRESERVED_SPECIMEN	UGENT	nematodes	100017			CC_BY_4_0					2016-08-04T14:19Z		
163987257	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Aphanolaimus	Aphanolaimus deconincki		SPECIES	Aphanolaimus deconincki Coomans & De Waele, 1983	BE	Bikschote	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1978-06-12T01:00Z	12	6	1978	4554282	4554282	PRESERVED_SPECIMEN	UGENT	nematodes	100268			CC_BY_4_0					2016-08-04T14:19Z		
163987260	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimellus	Dorylaimellus himalayensis		SPECIES	Dorylaimellus himalayensis Ali, Jairajpuri & Coomans, 1974	IN	Rohtang Pass, Kulu, H.P. grasses (soil)	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7019608	7019608	PRESERVED_SPECIMEN	UGENT	nematodes	100293			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_FUZZY
163987280	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Desmodorida	Draconematidae	Dracograllus	Dracograllus filipjevi		SPECIES	Dracograllus filipjevi	JP	Oarai	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1967-06-25T01:00Z	25	6	1967	6484698	6484698	PRESERVED_SPECIMEN	UGENT	nematodes	100386			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_FUZZY
163987292	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Chronogaster	Chronogaster rotundicauda		SPECIES	Chronogaster rotundicauda Heyns & Coomans, 1983	ML	Mopil?	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1980-04-15T02:00Z	15	4	1980	7026414	7026414	PRESERVED_SPECIMEN	UGENT	nematodes	100460			CC_BY_4_0					2016-08-04T14:19Z		
163987294	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Chronogaster	Chronogaster cameroonensis		SPECIES	Chronogaster cameroonensis Heys & Coomans, 1984	CM	Palm tree	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4555752	4555752	PRESERVED_SPECIMEN	UGENT	nematodes	100462			CC_BY_4_0					2016-08-04T14:19Z		
163987339	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Discolaimus	Discolaimus agricolus		SPECIES	Discolaimus agricolus Sauer & Annells, 1986	AU	Vine soil, Barmera	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4554521	4554521	PRESERVED_SPECIMEN	UGENT	nematodes	100668			CC_BY_4_0					2016-08-04T14:19Z		
163987346	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Araeolaimida	Leptolaimidae	Chronogaster	Chronogaster aspinata		SPECIES	Chronogaster aspinata Raski & Maggenti, 1984			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7026424	7026424	PRESERVED_SPECIMEN	UGENT	nematodes	100675			CC_BY_4_0					2016-08-04T14:19Z		
163987354	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Triplonchida	Trichodoridae	Allotrichodorus	Allotrichodorus brasiliensis		SPECIES	Allotrichodorus brasiliensis Rashid, de Waele & Coomans, 1985	BR	Itamaraju Faz Primavera Bahia St. Theobroma cacao	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7015439	7015439	PRESERVED_SPECIMEN	UGENT	nematodes	100685			CC_BY_4_0					2016-08-04T14:19Z		
163987383	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Criconemella			GENUS	Criconemella De Grisse & Loof, 1965	BR	"Ilhéus Cepec Quadra ""G"", Bahia State, Theobroma c."	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4281842		PRESERVED_SPECIMEN	UGENT	nematodes	100768			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_HIGHERRANK
163987781	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimus			GENUS	Dorylaimus Dujardin, 1845			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2282620		PRESERVED_SPECIMEN	UGENT	nematodes	101142			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_HIGHERRANK
163987843	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Aporcelaimus	Aporcelaimus superbus		SPECIES	Aporcelaimus parvus Altherr in Lordello, 1955			05c249d0-dfa0-11d8-b22e-b8a03c50a862													7017028	2282659	PRESERVED_SPECIMEN	UGENT	nematodes	101225			CC_BY_4_0					2016-08-04T14:19Z		
163987906	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Dorylaimellus	Dorylaimellus parvulus		SPECIES	Dorylaimellus parvulus Thorne, 1964			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-06-18T01:00Z	18	6	1962	2282696	2282696	PRESERVED_SPECIMEN	UGENT	nematodes	101362			CC_BY_4_0					2016-08-04T14:19Z		
163988026	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Psilenchidae	Basiria	Basiria duplexa		SPECIES	Basiria duplexa Hagemeyer & Allen, 1952			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-04-20T01:00Z	20	4	1962	5777040	5777040	PRESERVED_SPECIMEN	UGENT	nematodes	101628			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_HIGHERRANK
163988099	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Tylenchidae	Anguina	Anguina tritici		SPECIES	Anguina tritici (Steinbuch, 1799)			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2284191	2284191	PRESERVED_SPECIMEN	UGENT	nematodes	101919			CC_BY_4_0					2016-08-04T14:19Z		
163989149	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Belonolaimidae				FAMILY	Belonolaimidae	BA	Kirdomatesi, Tuzla	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1972-07-28T01:00Z	28	7	1972	5968		PRESERVED_SPECIMEN	UGENT	nematodes	100073			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_HIGHERRANK
163989163	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Meloidogynidae	Meloidogyne	Meloidogyne oteifae		SPECIES	Meloidogyne oteifae Elmiligy, 1968		Host. Pueraria javanica	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7024748	7024748	PRESERVED_SPECIMEN	UGENT	nematodes	100083			CC_BY_4_0					2016-08-04T14:19Z		COUNTRY_INVALID
163989176	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida	Meloidogynidae	Meloidogyne	Meloidogyne ardenensis		SPECIES	Meloidogyne deconincki Elmiligy, 1968	BE	Ghent, host. Acer	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556294	4556292	PRESERVED_SPECIMEN	UGENT	nematodes	100090			CC_BY_4_0					2016-08-04T14:19Z		
163989201	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Aphelenchida	Aphelenchoididae	Aphelenchoides	Aphelenchoides penardi		SPECIES	Laimaphelenchus deconincki Elmiligy & Geraert, 1972	FR	Dunes North France, host. Ligustrum	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7021843	7021839	PRESERVED_SPECIMEN	UGENT	nematodes	100101			CC_BY_4_0					2016-08-04T14:19Z		
163989244	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicycliophora	Hemicycliophora diolaensis		SPECIES	Hemicycliophora diolaensis Germani & Luc, 1973	SN	Rte Oussouye-Elinkine Km 6à G.	05c249d0-dfa0-11d8-b22e-b8a03c50a862													7023116	7023116	PRESERVED_SPECIMEN	UGENT	nematodes	100132			CC_BY_4_0					2016-08-04T14:19Z		
163989304	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Hoplolaimidae	Helicotylenchus	Helicotylenchus vulgaris		SPECIES	Helicotylenchus vulgaris Yuen, 1964	GB	Ex. Broadbalk Wilderness grass-ungrazed RES	05c249d0-dfa0-11d8-b22e-b8a03c50a862													4556504	4556504	PRESERVED_SPECIMEN	UGENT	nematodes	100219			CC_BY_4_0					2016-08-04T14:19Z		
163989438	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Desmodorida	Draconematidae	Paradraconema	Paradraconema hopperi		SPECIES	Paradraconema hopperi	US	Halimeda sp., Coral Key Florida	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1965-02-20T01:00Z	20	2	1965	4348070	4348070	PRESERVED_SPECIMEN	UGENT	nematodes	100397			CC_BY_4_0					2016-08-04T14:19Z		
163989728	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Desmodorida	Cyatholaimidae	Paracanthonchus	Paracanthonchus gerlachi		SPECIES	Paracanthonchus gerlachi Vincx, Sharma & Smol, 1982			05c249d0-dfa0-11d8-b22e-b8a03c50a862													4347733	4347733	PRESERVED_SPECIMEN	UGENT	nematodes	100439			CC_BY_4_0					2016-08-04T14:19Z		
163989736	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicriconemoides	Hemicriconemoides snoecki		SPECIES	Hemicriconemoides snoecki van Doorsselaere & Samsoen, 1982	CI	Bingerville I.F.C.C., Coffea arabica L.	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1979-08-14T01:00Z	14	8	1979	7022568	7022568	PRESERVED_SPECIMEN	UGENT	nematodes	100448			CC_BY_4_0					2016-08-04T14:19Z		
163989746	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Monhysterida	Monhysteridae	Gonionchus	Gonionchus villosus		SPECIES	Gonionchus villosus Cobb, 1920			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1978-09-05T01:00Z	5	9	1978	2279931	2279931	PRESERVED_SPECIMEN	UGENT	nematodes	100473			CC_BY_4_0					2016-08-04T14:19Z		
163989766	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Enoplida	Oxystominidae	Halalaimus	Halalaimus algeriensis		SPECIES	Halalaimus algeriensis Coomans & Jacobs, 1983	DZ	Oued En-Namous (Ain Sefra)	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1980-04-03T01:00Z	3	4	1980	4350008	4350008	PRESERVED_SPECIMEN	UGENT	nematodes	100535			CC_BY_4_0					2016-08-04T14:19Z		
163989802	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Drepanodorylaimus	Drepanodorylaimus tenuistriatus		SPECIES	Laimydorus tenuistriatus (Schneider, 1935)	CI	Danané	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1931-03-12T01:00Z	12	3	1931	7017456	7017537	PRESERVED_SPECIMEN	UGENT	nematodes	100707			CC_BY_4_0					2016-08-04T14:19Z		
163989842	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Heteroderidae	Hylonema	Hylonema ivorense		SPECIES	Hylonema ivorense Luc, Taylor & Cadet, 1978	CI	R. Avodiré Fôret du Banco Abidjan	05c249d0-dfa0-11d8-b22e-b8a03c50a862													2283976	2283976	PRESERVED_SPECIMEN	UGENT	nematodes	100855			CC_BY_4_0					2016-08-04T14:19Z		
163989870	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Dorylaimidae	Eudorylaimus			GENUS	Eudorylaimus Andrássy, 1959			05c249d0-dfa0-11d8-b22e-b8a03c50a862													2282714		PRESERVED_SPECIMEN	UGENT	nematodes	101114			CC_BY_4_0					2016-08-04T14:19Z		
163989886	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Nygolaimidae	Nygolaimus	Nygolaimus clavicaudatus		SPECIES	Nygolaimus clavicaudatus Altherr, 1953			05c249d0-dfa0-11d8-b22e-b8a03c50a862													5776900	5776900	PRESERVED_SPECIMEN	UGENT	nematodes	101226			CC_BY_4_0					2016-08-04T14:19Z		TAXON_MATCH_FUZZY
163989922	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Rhabditida		Paratylenchus			GENUS	Paratylenchus Micoletzky, 1922			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-04-30T01:00Z	30	4	1962	6756644		PRESERVED_SPECIMEN	UGENT	nematodes	101645			CC_BY_4_0					2016-08-04T14:19Z		
163989936	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Dolichodoridae	Merlinius	Merlinius nothus		SPECIES	Merlinius nothus (Allen, 1955)	DK	Byg (Barley) Dejbjerg, Skjern	05c249d0-dfa0-11d8-b22e-b8a03c50a862									1972-07-25T01:00Z	25	7	1972	4556189	4556189	PRESERVED_SPECIMEN	UGENT	nematodes	101719			CC_BY_4_0					2016-08-04T14:19Z		
163989954	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Secernentea	Tylenchida	Criconematidae	Hemicycliophora	Hemicycliophora similis		SPECIES	Hemicycliophora similis Thorne, 1955			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-11-19T01:00Z	19	11	1962	7023142	7023142	PRESERVED_SPECIMEN	UGENT	nematodes	101823			CC_BY_4_0					2016-08-04T14:19Z		
163989956	b24d3bd0-e6d9-11dc-8b77-b8a03c50a862		Animalia	Nematoda	Adenophorea	Dorylaimida	Mononchidae	Mononchus	Mononchus truncatus		SPECIES	Mononchus truncatus Bastian, 1865			05c249d0-dfa0-11d8-b22e-b8a03c50a862									1962-11-23T01:00Z	23	11	1962	2282531	2282531	PRESERVED_SPECIMEN	UGENT	nematodes	101831			CC_BY_4_0					2016-08-04T14:19Z		
